feature_set,train_size,ansatz,encoding,accuracy,f1,auc,precision,recall,TPR,FPR,TP,TN,FP,FN,threshold,best_epoch,validation_accuracy,validation_f1,validation_auc
xgb_pca4,5000,EfficientSU2_like,rz_embedding,0.7335,0.8462647822324777,0.4854580636415141,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4487995053931561
xgb_pca4,5000,strongly_entangling,rz_embedding,0.7335,0.8462647822324777,0.4820714889546252,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,8,0.733,0.845931909982689,0.4465410733172892
ica4,5000,EfficientSU2_like,rx_embedding,0.7335,0.8462647822324777,0.481002313562541,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.4361941842819259
autoencoder,5000,custom_ansatz_1,rz_embedding,0.7335,0.8462647822324777,0.4773708260914605,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,7,0.733,0.845931909982689,0.4942645022507678
ica4,5000,Real_Amplitude_like,ry_embedding,0.7335,0.8462647822324777,0.3923119127368716,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.4326123723244989
ica4,5000,custom_ansatz_1,ry_embedding,0.7335,0.8462647822324777,0.2920562570420418,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.3389998518223299
pca4,5000,EfficientSU2_like,rx_embedding,0.7335,0.8462647822324777,0.2859238455527547,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.3064722984400468
pca4,5000,EfficientSU2_like,ry_embedding,0.7335,0.8462647822324777,0.266701709018034,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.2817317371021557
ica4,5000,strongly_entangling,amplitude_embedding,0.7335,0.8462647822324777,0.2455688690912393,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.2691059776915963
ica4,5000,Real_Amplitude_like,rx_embedding,0.7335,0.8462647822324777,0.2009001024413264,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.2318571771642881
ica4,5000,custom_ansatz_1,rx_embedding,0.7335,0.8462647822324777,0.1729800450434896,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.2026610665726505
ica4,5000,EfficientSU2_like,ry_embedding,0.7335,0.8462647822324777,0.0843906787345362,0.7335,1.0,1.0,1.0,1467,0,533,0,0.05,1,0.733,0.845931909982689,0.0891007659252673
